매물종류,소재지(1),소재지(2),소재지(3),"면적(연, 토지)",가격,층수(방 수),"진입, 인접도로",이삿날(주차),조회수,제목,장점,url
 ,경기도,고양시,일산동구,"  연  : 1818.19㎡
토지 : 363.64㎡","매:250,000만","총10층 / 4층
방수 0개",편도 2차선,주차 가능,"2014-06-17
2041",,교통환경_전철역이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=341195&search_mode=mamul_list
 ,경상남도,양산시,원동면,"  연  : 264.46㎡
토지 : 671.08㎡","매:30,000만","총1층 / 1층
방수 0개",5m 도로,주차 가능,"2014-06-15
2014",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=344240&search_mode=mamul_list
 ,경상남도,양산시,원동면,"  연  : 264.46㎡
토지 : 2743.81㎡","전:10,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2014-06-15
1490",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=344239&search_mode=mamul_list
 ,충청남도,아산시,선장면,"  연  : 6413.25㎡
토지 : 2413.23㎡","매:180,000만","총3층 / 3층
방수 0개",편도 2차선,"-10-05
주차 가능","2014-05-28
1410",,기업공장_공업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=335103&search_mode=mamul_list
 ,인천광역시,남동구,논현동,"  연  : 409.92㎡
토지 : 165.29㎡","매:35,000만","총6층 / 지하1층
방수 0개",편도 2차선,주차 가능,"2014-05-23
1190",,기업공장_공업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=343518&search_mode=mamul_list
 ,경기도,이천시,백사면,"  연  : 1190.09㎡
토지 : 4231.42㎡","매:130,000만","총2층 / 건물전체층
방수 0개",편도 1차선,주차 가능,"2014-05-10
1863",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=339778&search_mode=mamul_list
 ,경기도,화성시,향남읍,"  연  : 2386.96㎡
토지 : 6502㎡","매:510,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2014-04-24
1036",,장점 :,https://www.bd119.com/realty/realty_detail.asp?regnumber=255058&search_mode=mamul_list
 ,충청남도,천안시,서북구,"  연  : 330.58㎡
토지 : 694.22㎡","매:40,000만","총2층 / 2층
방수 0개",1m 도로,주차 가능,"2014-04-17
1926",,교통환경_전철역이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=342299&search_mode=mamul_list
 ,경기도,남양주시,수동면,"  연  : 260㎡
토지 : 704㎡","매:53,240만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2014-04-08
1548",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=341921&search_mode=mamul_list
 ,경기도,화성시,마도면,"  연  : 1157㎡
토지 : 3040㎡","매:180,000만","총1층 / 건물전체층
방수 0개",5m 도로,주차 가능,"2014-02-18
204",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=337518&search_mode=mamul_list
 ,경상남도,양산시,상북면,"  연  : 1056.86㎡
토지 : 1205.96㎡","매:135,000만","총2층 / 건물전체층
방수 0개",편도 1차선,주차 가능,"2014-01-15
291",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=339117&search_mode=mamul_list
 ,경상남도,산청군,산청읍,"  연  : 330.58㎡
토지 : 1652.9㎡","전:2,000만","총1층 / 건물전체층
방수 0개",편도 1차선,주차 가능,"2014-01-14
815",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=339017&search_mode=mamul_list
 ,충청북도,충주시,신니면,"  연  : 944.58㎡
토지 : 11514.76㎡","매:150,000만","총2층 / 1층
방수 0개",편도 1차선,주차 가능,"2014-01-09
192",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=338879&search_mode=mamul_list
 ,강원도,강릉시,구정면,"  연  : 826.45㎡
토지 : 8264.5㎡","전:10,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2014-01-05
711",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=338742&search_mode=mamul_list
 ,충청북도,음성군,금왕읍,"  연  : 4793.41㎡
토지 : 1652.9㎡","매:100,000만","총1층 / 1층
방수 0개",편도 1차선,주차 불가,"2013-12-20
171",,해당사항 없습니다,https://www.bd119.com/realty/realty_detail.asp?regnumber=337221&search_mode=mamul_list
 ,경상남도,거창군,남상면,"  연  : 2109.1㎡
토지 : 6612㎡","매:225,000만","총2층 / 1층
방수 0개",편도 2차선,주차 가능,"2013-12-04
1287",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334690&search_mode=mamul_list
 ,경기도,포천시,내촌면,"  연  : 366.75㎡
토지 : 1567㎡","매:97,000만","총2층 / 2층
방수 0개",편도 1차선,주차 가능,"2013-12-03
495",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334662&search_mode=mamul_list
 ,경기도,광주시,초월읍,"  연  : 1880㎡
토지 : 9163㎡","매:650,000만","총3층 / 3층
방수 0개",편도 1차선,#NAME?,"2013-12-01
930",,도로망_분기점(JC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334599&search_mode=mamul_list
 ,경상남도,김해시,생림면,"  연  : 2505㎡
토지 : 6909㎡","매:270,000만","총1층 / 1층
방수 0개",편도 3차선,주차 가능,"2013-11-29
179",,전력_전력수급이 원할합니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=337628&search_mode=mamul_list
 ,충청북도,충주시,노은면,"  연  : 661.16㎡
토지 : 3140.51㎡","매:50,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-11-14
494",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=333745&search_mode=mamul_list
 ,경기도,여주시,점동면,"  연  : 330.58㎡
토지 : 528.93㎡","매:19,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-11-01
242",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=336540&search_mode=mamul_list
 ,충청남도,아산시,인주면,"  연  : 1270.52㎡
토지 : 4123.99㎡","매:130,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-10-31
208",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=336509&search_mode=mamul_list
 ,경상남도,통영시,용남면,"  연  : 198.35㎡
토지 : 595.04㎡","전:1,000만","총5층 / 1층
방수 0개",2m 도로,주차 가능,"2013-10-28
1168",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=333430&search_mode=mamul_list
 ,경기도,평택시,세교동,"  연  : 727.28㎡
토지 : 2062.82㎡","매:200,000만","총1층 / 1층
방수 0개",편도 2차선,주차 가능,"2013-10-07
671",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=251073&search_mode=mamul_list
 ,충청남도,당진시,면천면,"  연  : 1586.78㎡
토지 : 3636.38㎡","매:75,000만","총1층 / 2층
방수 0개",편도 2차선,주차 가능,"2013-10-06
608",,기업공장_산업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=332651&search_mode=mamul_list
 ,대구광역시,달서구,대천동,"  연  : 5489㎡
토지 : 4337㎡","매:680,000만","총4층 / 4층
방수 0개",편도 2차선,주차 가능,"2013-09-28
744",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=335323&search_mode=mamul_list
 ,경기도,안성시,삼죽면,"  연  : 1305.79㎡
토지 : 9818.23㎡","매:310,000만","총1층 / 1층
방수 0개",편도 2차선,주차 가능,"2013-09-11
159",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334872&search_mode=mamul_list
 ,전라남도,곡성군,곡성읍,"  연  : 480㎡
토지 : 2940㎡","매:70,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-09-08
325",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334765&search_mode=mamul_list
 ,경기도,가평군,설악면,"  연  : 363.64㎡
토지 : 1157.03㎡","매:40,000만","총1층 / 1층
방수 0개",5m 도로,주차 가능,"2013-09-06
150",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334486&search_mode=mamul_list
 ,경기도,이천시,백사면,"  연  : 330.58㎡
토지 : 661.16㎡","매:30,000만","총1층 / 1층
방수 0개",편도 1차선,주차 불가,"2013-09-06
237",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=333925&search_mode=mamul_list
 ,경상남도,창녕군,남지읍,"  연  : 1390㎡
토지 : 120690㎡","매:100,000만","총2층 / 2층
방수 0개",5m 도로,주차 가능,"2013-09-05
274",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334680&search_mode=mamul_list
 ,충청북도,청주시,상당구,"  연  : 3676.05㎡
토지 : 3676.05㎡","매:300,000만","총1층 / 1층
방수 0개",4m 도로,주차 가능,"2013-08-30
372",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334543&search_mode=mamul_list
 ,경기도,용인시,처인구,"  연  : 661.16㎡
토지 : 661.16㎡","매:45,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-08-26
261",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334364&search_mode=mamul_list
 ,부산광역시,사하구,장림동,"  연  : 264.46㎡
토지 : 264.46㎡",전:300만,"총2층 / 2층
방수 0개",3m 도로,주차 불가,"2013-08-22
2735",,기업공장_산업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=330841&search_mode=mamul_list
 ,경기도,이천시,마장면,"  연  : 17190.16㎡
토지 : 18843.06㎡","매:700,000만","총2층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-08-16
134",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=334033&search_mode=mamul_list
 ,경상북도,경주시,외동읍,"  연  : 34049.74㎡
토지 : 33058㎡","매:1,350,000만","총1층 / 1층
방수 0개",편도 1차선,주차 불가,"2013-08-15
181",,기업공장_산업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=333982&search_mode=mamul_list
 ,충청북도,충주시,수안보면,"  연  : 876.04㎡
토지 : 5909㎡","매:60,000만","총1층 / 1층
방수 0개",2m 도로,주차 가능,"2013-07-22
103",,전력_전력수급이 원할합니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=333170&search_mode=mamul_list
 ,경상북도,칠곡군,가산면,"  연  : 661.16㎡
토지 : 1692.57㎡","매:65,000만","총4층 / 4층
방수 0개",5m 도로,주차 가능,"2013-07-19
963",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=327423&search_mode=mamul_list
 ,경기도,포천시,소흘읍,"  연  : 661.16㎡
토지 : 661.16㎡","매:3,600만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-07-19
1024",,기업공장_공업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=332612&search_mode=mamul_list
 ,경기도,이천시,장호원읍,"  연  : 892.57㎡
토지 : 27240㎡","매:82,000만","총1층 / 1층
방수 0개",편도 2차선,주차 가능,"2013-07-19
1352",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=326762&search_mode=mamul_list
 ,경기도,남양주시,진접읍,"  연  : 316㎡
토지 : 523㎡","매:90,000만","총2층 / 2층
방수 0개",5m 도로,주차 가능,"2013-07-19
212",,해당사항 없습니다,https://www.bd119.com/realty/realty_detail.asp?regnumber=251837&search_mode=mamul_list
 ,경기도,화성시,팔탄면,"  연  : 2975.22㎡
토지 : 8462.85㎡","매:420,000만","총1층 / 1층
방수 0개",5m 도로,주차 가능,"2013-07-10
1249",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=331702&search_mode=mamul_list
 ,경상북도,상주시,초산동,"  연  : 1123.97㎡
토지 : 1623㎡","매:42,000만","총1층 / 1층
방수 0개",3m 도로,주차 불가,"2013-06-24
218",,도로망_분기점(JC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=332249&search_mode=mamul_list
 ,경기도,김포시,양촌읍,"  연  : 1092.6㎡
토지 : 13220㎡","매:250,000만","총2층 / 2층
방수 0개",편도 1차선,주차 가능,"2013-06-24
1788",,전력_전력수급이 원할합니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=332242&search_mode=mamul_list
 ,충청북도,진천군,진천읍,"  연  : 793.39㎡
토지 : 396.7㎡","매:68,000만","총1층 / 2층
방수 0개",편도 2차선,주차 가능,"2013-06-24
1434",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=328132&search_mode=mamul_list
 ,경기도,김포시,대곶면,"  연  : 363.64㎡
토지 : 3378.53㎡","매:52,000만","총1층 / 2층
방수 0개",5m 도로,주차 가능,"2013-06-19
1127",,기업공장_공업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=332017&search_mode=mamul_list
 ,서울특별시,영등포구,문래동1가,"  연  : 115㎡
토지 : 415㎡","전:1,500만","총1층 / 1층
방수 0개",2m 도로,주차 가능,"2013-06-12
1146",,교통환경_전철역이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=331846&search_mode=mamul_list
 ,경상북도,울릉군,울릉읍,"  연  : 280.99㎡
토지 : 280.99㎡","매:50,000만","총2층 / 2층
방수 0개",3m 도로,주차 가능,"2013-05-21
1188",,터미널_여객선터미널이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=326473&search_mode=mamul_list
 ,경상남도,양산시,동면,"  연  : 201.65㎡
토지 : 439.67㎡","매:50,000만","총1층 / 1층
방수 0개",4m 도로,주차 가능,"2013-05-13
143",,교통환경_전철역이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=330298&search_mode=mamul_list
 ,경상남도,양산시,유산동,"  연  : 522.32㎡
토지 : 757.03㎡","매:75,000만","총1층 / 1층
방수 0개",4m 도로,주차 불가,"2013-04-19
225",,기업공장_공업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=329331&search_mode=mamul_list
 ,충청북도,청주시,흥덕구,"  연  : 628.1㎡
토지 : 2644.64㎡","전:3,000만","총2층 / 1층
방수 0개",2m 도로,주차 가능,"2013-04-16
776",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=329160&search_mode=mamul_list
 ,부산광역시,기장군,기장읍,"  연  : 264.46㎡
토지 : 1176.86㎡","매:124,600만","총2층 / 2층
방수 0개",편도 1차선,#NAME?,"2013-04-12
915",,전력_전력수급이 원할합니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=328981&search_mode=mamul_list
 ,강원도,속초시,노학동,"  연  : 294㎡
토지 : 1566㎡","매:39,000만","총1층 / 1층
방수 0개",5m 도로,#NAME?,"2013-04-10
1322",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=252090&search_mode=mamul_list
 ,경기도,구리시,사노동,"  연  : 1679.35㎡
토지 : 1679.35㎡","매:300,000만","총2층 / 2층
방수 0개",편도 3차선,주차 가능,"2013-04-07
976",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=328745&search_mode=mamul_list
 ,경상북도,경주시,현곡면,"  연  : 2643.92㎡
토지 : 54980㎡","매:250,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-03-19
379",,장점 :,https://www.bd119.com/realty/realty_detail.asp?regnumber=283839&search_mode=mamul_list
 ,경상남도,밀양시,부북면,"  연  : 1211㎡
토지 : 1670㎡","매:150,000만","총2층 / 1층
방수 0개",편도 3차선,주차 가능,"2013-03-19
992",,기업공장_산업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=327714&search_mode=mamul_list
 ,경기도,구리시,사노동,"  연  : 1679.35㎡
토지 : 1679.35㎡","매:300,000만","총2층 / 2층
방수 0개",편도 3차선,주차 가능,"2013-04-07
976",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=328745&search_mode=mamul_list
 ,경상북도,경주시,현곡면,"  연  : 2643.92㎡
토지 : 54980㎡","매:250,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-03-19
379",,장점 :,https://www.bd119.com/realty/realty_detail.asp?regnumber=283839&search_mode=mamul_list
 ,경상남도,밀양시,부북면,"  연  : 1211㎡
토지 : 1670㎡","매:150,000만","총2층 / 1층
방수 0개",편도 3차선,주차 가능,"2013-03-19
992",,기업공장_산업단지가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=327714&search_mode=mamul_list
 ,충청북도,청원군,오창읍,"  연  : 826.45㎡
토지 : 1609.92㎡","매:65,000만","총1층 / 1층
방수 0개",5m 도로,주차 가능,"2013-03-18
198",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=327707&search_mode=mamul_list
 ,경상남도,김해시,한림면,"  연  : 476.04㎡
토지 : 2383.48㎡","매:90,000만","총1층 / 1층
방수 0개",편도 1차선,주차 불가,"2013-03-06
880",,해당사항 없습니다,https://www.bd119.com/realty/realty_detail.asp?regnumber=327209&search_mode=mamul_list
 ,경기도,광주시,곤지암읍,"  연  : 2674.39㎡
토지 : 8816.57㎡","매:660,000만","총1층 / 2층
방수 0개",편도 3차선,주차 가능,"2013-03-04
457",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=327051&search_mode=mamul_list
 ,경기도,광주시,도척면,"  연  : 1576.87㎡
토지 : 2257.86㎡","매:300,000만","총3층 / 층
방수 개","편도 1차선
3번 국도에서 3km",주차 가능,"2013-03-01
1053",,장점 :,https://www.bd119.com/realty/realty_detail.asp?regnumber=214015&search_mode=mamul_list
 ,부산광역시,강서구,강동동,"  연  : 3272.74㎡
토지 : 1652.9㎡","전:5,000만","총1층 / 1층
방수 0개",5m 도로,주차 가능,"2013-02-28
1555",,도로망_도로가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=326874&search_mode=mamul_list
 ,전라북도,군산시,소룡동,"  연  : 1549㎡
토지 : 3966㎡","매:110,000만","총2층 / 2층
방수 0개",편도 1차선,주차 가능,"2013-02-19
629",,기업공장_대기업본사가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=325441&search_mode=mamul_list
 ,대구광역시,서구,이현동,"  연  : 642.32㎡
토지 : 321.16㎡","매:120,000만","총2층 / 2층
방수 0개",5m 도로,주차 가능,"2013-02-14
1232",,도로망_톨게이트(TG)가 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=326120&search_mode=mamul_list
 ,경기도,용인시,처인구,"  연  : 643㎡
토지 : 2096㎡","매:65,000만","총1층 / 1층
방수 0개",5m 도로,주차 가능,"2013-02-05
690",,도로망_나들목(IC)이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=325797&search_mode=mamul_list
 ,인천광역시,부평구,산곡동,"  연  : 1100㎡
토지 : 1457㎡","매:310,000만","총2층 / 2층
방수 0개",5m 도로,주차 가능,"2013-02-01
633",,교통환경_전철역이 가깝습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=325435&search_mode=mamul_list
 ,경상북도,칠곡군,북삼읍,"  연  : 3801.67㎡
토지 : 1157.03㎡","매:92,000만","총1층 / 1층
방수 0개",편도 1차선,주차 가능,"2013-02-01
411",,자가운전 도로망이 좋습니다.,https://www.bd119.com/realty/realty_detail.asp?regnumber=325653&search_mode=mamul_list
 ,경기도,남양주시,화도읍,"  연  : 991.74㎡
토지 : 1487.61㎡","매:89,000만","총2층 / 2층
방수 0개",편도 1차선,주차 가능,"2013-01-02
515",,장점 :,https://www.bd119.com/realty/realty_detail.asp?regnumber=237619&search_mode=mamul_list
 ,경상북도,경주시,내남면,"  연  : 33752.22㎡
토지 : 33752.22㎡","매:410,000만","총1층 / 1층
방수 0개",4m 도로,주차 불가,"2013-01-01
410",,장점 :,https://www.bd119.com/realty/realty_detail.asp?regnumber=256120&search_mode=mamul_list
