공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
1,1,2,0,3,5,2,0,0,7,1,36,0,0,360,60,420,6,189,12
1,1,2,0,0,4,0,0,0,4,1,36,0,0,211,52,264,6,189,12
1,1,2,0,3,8,0,0,0,8,1,36,0,0,216,0,216,6,222,12
1,1,0,1,0,3,0,0,0,3,1,36,0,1653,757,118,876,6,335,12
1,1,4,1,3,9,3,0,0,12,1,35,0,4621,1440,692,2132,6,295,12
1,1,2,0,3,0,2,0,0,2,1,70,12,200,100,100,200,6,1,12
1,1,4,1,3,4,2,0,0,6,1,42,0,3827,629,300,929,6,295,12
1,1,2,0,0,4,1,0,0,5,1,36,0,544,461,83,544,6,269,12
1,1,2,0,3,2,1,0,0,3,1,36,0,0,51,58,110,6,10,12
1,1,2,0,3,2,4,0,0,6,1,36,0,0,346,0,346,6,1,12
1,1,4,1,3,7,8,0,0,15,1,35,0,3305,490,168,658,6,9,12
1,1,2,0,0,5,2,0,0,7,1,36,0,2179,945,538,1483,6,140,12
1,1,2,0,3,2,1,0,0,3,1,36,0,0,66,33,99,6,223,12
1,1,5,1,3,2,0,0,0,2,1,36,0,1659,422,425,848,6,20,12
1,1,9,1,0,7,1,0,0,8,1,42,0,1835,448,540,988,6,154,12
1,1,0,1,0,2,2,0,0,4,1,42,0,1941,400,161,561,6,271,12
1,1,2,0,0,5,0,0,0,5,1,36,0,0,340,0,340,6,223,12
1,1,2,0,0,4,3,0,0,7,1,36,0,0,253,54,307,6,269,12
1,1,1,1,0,13,20,0,0,33,1,42,0,3305,2627,290,2917,6,233,12
1,1,4,1,0,3,1,0,0,4,1,36,0,1500,150,345,495,6,130,12
1,1,2,0,3,2,0,0,0,2,1,36,0,548,518,30,548,6,150,12
1,1,2,0,0,2,2,0,0,4,1,36,0,0,500,98,598,6,325,12
1,1,0,1,0,3,2,0,0,5,1,36,0,2597,826,100,927,6,36,12
1,1,2,0,0,5,1,0,0,6,1,36,0,0,200,47,247,6,56,12
1,1,5,1,0,4,4,0,0,8,1,36,0,3306,115,209,324,6,325,12
1,1,9,1,0,28,42,0,0,70,2,36,0,6569,3502,221,3723,6,29,12
1,1,4,1,0,12,5,0,0,17,1,35,0,4429,938,599,1538,6,190,12
1,1,2,0,3,4,1,0,0,5,1,36,0,0,165,33,198,6,189,12
1,1,2,0,3,1,2,0,0,3,1,36,0,0,197,0,197,6,99,12
1,1,4,1,0,6,6,0,0,12,1,36,0,3291,1217,0,1217,6,31,12
1,1,2,0,0,3,2,0,0,5,1,36,0,0,330,0,330,6,251,12
1,1,2,0,3,1,1,0,0,2,1,36,0,0,165,89,254,6,270,12
1,1,0,1,0,15,4,0,0,19,1,42,0,24183,1233,960,2193,6,166,12
1,1,2,0,0,4,1,0,0,5,1,36,0,381,342,39,381,6,251,12
1,1,2,0,2,3,1,0,0,4,1,38,0,310,198,112,310,6,154,12
1,1,2,0,0,1,2,0,0,3,1,37,0,2401,320,13,333,6,33,12
1,1,2,0,0,3,0,0,0,3,1,36,0,186,186,0,186,6,29,12
1,1,2,0,0,4,0,0,0,4,1,36,0,0,99,33,132,6,251,12
1,1,2,0,0,2,0,0,0,2,1,36,0,0,70,0,70,6,287,12
1,1,2,0,0,2,0,0,0,2,1,36,0,170,110,60,170,6,335,12
1,1,2,0,3,0,0,0,0,0,1,36,0,0,30,0,30,6,238,12
1,1,2,0,3,2,1,0,0,3,1,36,0,1200,327,33,360,6,75,12
1,1,2,0,0,5,0,0,0,5,1,36,0,0,66,198,264,6,223,12
1,1,2,0,3,1,1,0,0,2,1,36,0,0,162,0,162,6,188,12
1,1,5,1,0,30,20,0,0,50,2,36,0,8097,6852,6701,13553,6,124,12
1,1,0,0,3,2,0,0,0,2,1,36,0,0,330,0,330,6,324,12
1,1,0,1,3,10,9,0,0,19,1,36,0,2156,1242,690,1933,6,1,12
1,1,2,0,0,10,1,0,0,11,1,36,0,0,99,148,247,6,223,12
1,1,2,0,3,3,1,0,0,4,1,36,0,191,191,0,191,6,325,12
1,1,2,0,3,3,4,0,0,7,1,36,0,0,170,0,170,6,337,12
1,1,2,0,0,4,2,0,0,6,1,36,0,198,168,30,198,6,1,12
